id,AVG,G,AB,R,H,2B,3B,HR,RBI,SB,team,year,name,position,HT,WT,Bats,Throws,DOB,Birth_location
68,081,11,11,1,1,0,0,0,0,0,white sox,95,mike cameron,outfield,"Ht: 6'2""", 190, R, R,1/8/73,"LaGrange, Ga ein"
68,.210,141,396,53,83,16,5,8,43,27,white sox,98,mike cameron,outfield,"Ht: 6'2""", 190, R, R,1/8/73,"LaGrange, Ga ein"
69,.265,21,838,9,22,4,0,2,9,4,braves,87,ron gant,outfield,"Ht: 8'0""", 200)bs , R, R,3/2/65,"Victoria, TX"
69,.259,146,563,85,146,28,8,19,60,19,braves,88,ron gant,outfield,"Ht: 8'0""", 200)bs , R, R,3/2/65,"Victoria, TX"
69,.177,75,260,26,46,8,3,9,2,9,braves,99,ron gant,outfield,"Ht: 8'0""", 200)bs , R, R,3/2/65,"Victoria, TX"
69,.303,152,575,107,174,34,3,32,84,33,braves,90,ron gant,outfield,"Ht: 8'0""", 200)bs , R, R,3/2/65,"Victoria, TX"
69,.251,154,6561,101,141,35,3,32,105,34,braves,91,ron gant,outfield,"Ht: 8'0""", 200)bs , R, R,3/2/65,"Victoria, TX"
69,.259,153,544,74,141,22,66,17,80,32,braves,92,ron gant,outfield,"Ht: 8'0""", 200)bs , R, R,3/2/65,"Victoria, TX"
69,.274,157,606,113,166,27,4,36,117,26,braves,93,ron gant,outfield,"Ht: 8'0""", 200)bs , R, R,3/2/65,"Victoria, TX"
69,276,119,410,79,113,19,4,29,88,23,reds,95,ron gant,outfield,"Ht: 8'0""", 200)bs , R, R,3/2/65,"Victoria, TX"
69,276,119,410,79,113,19,4,29,88,23,mets,95,ron gant,outfield,"Ht: 8'0""", 200)bs , R, R,3/2/65,"Victoria, TX"
69,.246,122,419,74,103,14,2,30,82,13,cardinals,96,ron gant,outfield,"Ht: 8'0""", 200)bs , R, R,3/2/65,"Victoria, TX"
69,.229,139,502,68,115,21,4,17,62,14,cardinals,97,ron gant,outfield,"Ht: 8'0""", 200)bs , R, R,3/2/65,"Victoria, TX"
69,.240,121,383,60,92,17,1,26,67,8,cardinals,98,ron gant,outfield,"Ht: 8'0""", 200)bs , R, R,3/2/65,"Victoria, TX"
71,4,3,4399,18,2,1,291,37,12,32,blue jays,87,greg wells,"c(""ss"", ""of"", ""pitcher"")",Ht: 6'4”, 225ibs , L, L,§/20/63,"Torrance, CA "
71,7,4,240,54,0,2,861,66,28,7,blue jays,89,greg wells,"c(""ss"", ""of"", ""pitcher"")",Ht: 6'4”, 225ibs , L, L,§/20/63,"Torrance, CA "
71,11,6,314,43,25,3,189.0,165,45,116,blue jays,90,greg wells,"c(""ss"", ""of"", ""pitcher"")",Ht: 6'4”, 225ibs , L, L,§/20/63,"Torrance, CA "
71,15,10,3.72,40,28,1,198.1,188,49,106,blue jays,91,greg wells,"c(""ss"", ""of"", ""pitcher"")",Ht: 6'4”, 225ibs , L, L,§/20/63,"Torrance, CA "
71,11,9,419,32,30,0,187.0,183,42,135,tigers,93,greg wells,"c(""ss"", ""of"", ""pitcher"")",Ht: 6'4”, 225ibs , L, L,§/20/63,"Torrance, CA "
71,5,7,396,16,16,0,1111,113,24,71,tigers,94,greg wells,"c(""ss"", ""of"", ""pitcher"")",Ht: 6'4”, 225ibs , L, L,§/20/63,"Torrance, CA "
71,16,8,3.24,29,29,0,2030,194,53,133,tigers,95,greg wells,"c(""ss"", ""of"", ""pitcher"")",Ht: 6'4”, 225ibs , L, L,§/20/63,"Torrance, CA "
71,11,14,514,34,34,09,2241,247,51,130,orioles,96,greg wells,"c(""ss"", ""of"", ""pitcher"")",Ht: 6'4”, 225ibs , L, L,§/20/63,"Torrance, CA "
71,16,10,4.21,32,32,0,2180,239,45,156,yankees,97,greg wells,"c(""ss"", ""of"", ""pitcher"")",Ht: 6'4”, 225ibs , L, L,§/20/63,"Torrance, CA "
71,18,4,3.49,30,30,0,2141,195,29,163,yankees,98,greg wells,"c(""ss"", ""of"", ""pitcher"")",Ht: 6'4”, 225ibs , L, L,§/20/63,"Torrance, CA "
74,.222,16,18,4,4,0,090,0,2,1,expos,97,orlando cabrera,"c(""ss"", ""2b"")",Ht: 5'9°," 165 Ibs,", R, R,11/2/74,"Cartagena, Colombia eer)"
74,280,79,261,4473,16,505,00,NA,NA,NA,expos,98,orlando cabrera,"c(""ss"", ""2b"")",Ht: 5'9°," 165 Ibs,", R, R,11/2/74,"Cartagena, Colombia eer)"
76,.326,17,43,4,14,9,00,1,4,2,phillies,98,marlon anderson,second base,"Ht: 5°11""", 200lbs , L, A,1/6/74,"Montgomery, AL "
77,000,5,1,0,0,0,0,0,0,0,yankees,95,EEE EEE,outfield,"Ht: 6'3""", 200Ibs , A, R,11/14/73,"La Charrera, Panama AMINE} nisi [sae"
77,.284,46,88,17,2,6,1,2,16,6,yankees,96,EEE EEE,outfield,"Ht: 6'3""", 200Ibs , A, R,11/14/73,"La Charrera, Panama AMINE} nisi [sae"
77,.250,17,20,2,5,1,0,0,1,2,padres,97,EEE EEE,outfield,"Ht: 6'3""", 200Ibs , A, R,11/14/73,"La Charrera, Panama AMINE} nisi [sae"
77,.209,95,172,31,36,7,2,6,2,5,padres,98,EEE EEE,outfield,"Ht: 6'3""", 200Ibs , A, R,11/14/73,"La Charrera, Panama AMINE} nisi [sae"
80,.000,3,6,0,0,0,0,0,09,55,blue jays,93,shawn green,outfield,NA,NA,NA,NA,NA,NA
80,091,14,33,1,3,1,0,0,11,NA,blue jays,94,shawn green,outfield,NA,NA,NA,NA,NA,NA
80,.288,121,379,52,109,31,4,15,54,1,blue jays,95,shawn green,outfield,NA,NA,NA,NA,NA,NA
80,.287,135,429,57,123,22,4,16,53,14,blue jays,97,shawn green,outfield,NA,NA,NA,NA,NA,NA
80,.278,158,630,106,175,33,4,35,100,35,blue jays,98,shawn green,outfield,NA,NA,NA,NA,NA,NA
81,.189,18,53,10,10,1,0,3,9,0,athletics,86,mark mcgwire,first base,"Ht: 6'5""", 250, R, R,10/1/63,"Pomona, Calif _"
81,.289,151,557,97,161,28,4,49,118,1,athletics,87,mark mcgwire,first base,"Ht: 6'5""", 250, R, R,10/1/63,"Pomona, Calif _"
81,.260,155,550,87,143,22,1,32,99,0,athletics,88,mark mcgwire,first base,"Ht: 6'5""", 250, R, R,10/1/63,"Pomona, Calif _"
81,.231,143,490,74,113,17,00,33,9,1,athletics,89,mark mcgwire,first base,"Ht: 6'5""", 250, R, R,10/1/63,"Pomona, Calif _"
81,.235,156,623,87,123,16,0,39,108,2,athletics,90,mark mcgwire,first base,"Ht: 6'5""", 250, R, R,10/1/63,"Pomona, Calif _"
81,.201,154,483,62,97,22,0,22,75,2,athletics,91,mark mcgwire,first base,"Ht: 6'5""", 250, R, R,10/1/63,"Pomona, Calif _"
81,.268,139,467,87,125,22,0,42,104,0,athletics,92,mark mcgwire,first base,"Ht: 6'5""", 250, R, R,10/1/63,"Pomona, Calif _"
81,.333,27,84,16,28,6,0,9,24,0,athletics,93,mark mcgwire,first base,"Ht: 6'5""", 250, R, R,10/1/63,"Pomona, Calif _"
81,.252,47,135,26,34,3,0,9,2,0,athletics,94,mark mcgwire,first base,"Ht: 6'5""", 250, R, R,10/1/63,"Pomona, Calif _"
81,.274,104,317,75,87,13,0,39,5,1,athletics,95,mark mcgwire,first base,"Ht: 6'5""", 250, R, R,10/1/63,"Pomona, Calif _"
81,.312,130,423,104,132,21,0,52,113,0,athletics,98,mark mcgwire,first base,"Ht: 6'5""", 250, R, R,10/1/63,"Pomona, Calif _"
81,.299,155,509,130,152,21,0,70,147,1,cardinals,98,mark mcgwire,first base,"Ht: 6'5""", 250, R, R,10/1/63,"Pomona, Calif _"
82,.229,84,262,33,60,12,1,9,28,1,brewers,98,geoff jenkins,outfield,"Ht: 611""", 204lbs , L, R,7/1/24,"Olympia, WA"
83,.,.204,17,54,4,11,0,0,0,2,mariners,94,alex rodriguez,shortstop,"Ht: 6'3""", 195lbs , R, R,7/27/75,"New York, NY "
83,.232,48,142,15,33,6,2,5,199,4,mariners,95,alex rodriguez,shortstop,"Ht: 6'3""", 195lbs , R, R,7/27/75,"New York, NY "
83,.358,146,601,141,215,54,1,36,123,15,mariners,96,alex rodriguez,shortstop,"Ht: 6'3""", 195lbs , R, R,7/27/75,"New York, NY "
83,.300,141,587,100,176,40,3,23,84,29,mariners,97,alex rodriguez,shortstop,"Ht: 6'3""", 195lbs , R, R,7/27/75,"New York, NY "
83,.310,161,686,123,213,35,5,42124,46,..,mariners,98,alex rodriguez,shortstop,"Ht: 6'3""", 195lbs , R, R,7/27/75,"New York, NY "
84,.245,78,269,27,66,12,2,1,2,8,expos,95,mark grudzielanek,shortstop,"Ht: 81""", 185 Ibs , R, A,6/30/70,"Milwaukee, WI "
84,.306,153,657,99,201,34,4,6,49,33,expos,96,mark grudzielanek,shortstop,"Ht: 81""", 185 Ibs , R, A,6/30/70,"Milwaukee, WI "
84,.273,156,649,76,177,54,3,4,51,2,expos,97,mark grudzielanek,shortstop,"Ht: 81""", 185 Ibs , R, A,6/30/70,"Milwaukee, WI "
85,0,3,982,4,4,00,142,22,10,4,orioles,88,curt schilling,"c(""ss"", ""pitcher"")","Ht: 6'4""", 228lbs , R, R,11/14/66,"Anchorage, AK "
85,0,1,623,5,1,0,82,10,3,6,orioles,89,curt schilling,"c(""ss"", ""pitcher"")","Ht: 6'4""", 228lbs , R, R,11/14/66,"Anchorage, AK "
85,1,2,254,35,0,3,460,38,19,32,orioles,90,curt schilling,"c(""ss"", ""pitcher"")","Ht: 6'4""", 228lbs , R, R,11/14/66,"Anchorage, AK "
85,3,5,381,56,0,8,752,79,39,71,astros,91,curt schilling,"c(""ss"", ""pitcher"")","Ht: 6'4""", 228lbs , R, R,11/14/66,"Anchorage, AK "
85,14,11,235,42,26,2,2261,165,59,147,phillies,92,curt schilling,"c(""ss"", ""pitcher"")","Ht: 6'4""", 228lbs , R, R,11/14/66,"Anchorage, AK "
85,16,7,402,34,94,09,235.1,234,57,186,phillies,93,curt schilling,"c(""ss"", ""pitcher"")","Ht: 6'4""", 228lbs , R, R,11/14/66,"Anchorage, AK "
85,2,8,448,13,13,0,421,87,28,58,phillies,94,curt schilling,"c(""ss"", ""pitcher"")","Ht: 6'4""", 228lbs , R, R,11/14/66,"Anchorage, AK "
85,7,5,367,17,17,0,1160,96,26,114,phillies,96,curt schilling,"c(""ss"", ""pitcher"")","Ht: 6'4""", 228lbs , R, R,11/14/66,"Anchorage, AK "
85,9,10,319,26,26,90,1832,149,5,182,phillies,96,curt schilling,"c(""ss"", ""pitcher"")","Ht: 6'4""", 228lbs , R, R,11/14/66,"Anchorage, AK "
85,17,11,297,25,35,0,2541,208,58,319,phillies,97,curt schilling,"c(""ss"", ""pitcher"")","Ht: 6'4""", 228lbs , R, R,11/14/66,"Anchorage, AK "
85,15,14,3.25,35,35,0268.2,236,61,300,NA,phillies,88,curt schilling,"c(""ss"", ""pitcher"")","Ht: 6'4""", 228lbs , R, R,11/14/66,"Anchorage, AK "
86,224,98,321,31,72,7,4,4,2,8,giants,92,royce clayton,shortstop,NA,NA,NA,NA,NA,NA
86,.282,153,549,54,155,21,5,6,70,4,giants,93,royce clayton,shortstop,NA,NA,NA,NA,NA,NA
86,.236,108,38,38,91,14,6,3,3,2,giants,94,royce clayton,shortstop,NA,NA,NA,NA,NA,NA
86,.244,138,509,56,124,29,3,5,58,24,giants,95,royce clayton,shortstop,NA,NA,NA,NA,NA,NA
86,.277,129,491,64,136,20,4,6,35,33,cardinals,9,royce clayton,shortstop,NA,NA,NA,NA,NA,NA
86,.266,154,576,75,159,39,5,9,61,30,cardinals,97,royce clayton,shortstop,NA,NA,NA,NA,NA,NA
88,.266,143,545,84,145,24,6,9,41,24,padres,88,roberto alomar,character(0),"Ht: 6'0""", 185lbs , S, R,2/5/68,"Ponce, P "
88,.295,158,623,82,184,27,1,7,56,42,padres,89,roberto alomar,character(0),"Ht: 6'0""", 185lbs , S, R,2/5/68,"Ponce, P "
88,.287,147,586,80,168,27,5,66,60,24,padres,90,roberto alomar,character(0),"Ht: 6'0""", 185lbs , S, R,2/5/68,"Ponce, P "
88,.295,161,637,88,188,41,11,9,69,53,blue jays,91,roberto alomar,character(0),"Ht: 6'0""", 185lbs , S, R,2/5/68,"Ponce, P "
88,.310,152,571,105,177,27,8,8,76,49,blue jays,92,roberto alomar,character(0),"Ht: 6'0""", 185lbs , S, R,2/5/68,"Ponce, P "
88,.326,153,589,109,192,35,6,17,93,55,blue jays,93,roberto alomar,character(0),"Ht: 6'0""", 185lbs , S, R,2/5/68,"Ponce, P "
88,.300,130,517,71,155,24,7,13,66,30,blue jays,95,roberto alomar,character(0),"Ht: 6'0""", 185lbs , S, R,2/5/68,"Ponce, P "
88,.328,153,588,132,193,43,4,22,94,17,orioles,96,roberto alomar,character(0),"Ht: 6'0""", 185lbs , S, R,2/5/68,"Ponce, P "
88,.333,112,412,64,137,23,2,14,6,9,orioles,97,roberto alomar,character(0),"Ht: 6'0""", 185lbs , S, R,2/5/68,"Ponce, P "
88,282,147,588,86,186,36,1,14,56,18,orioles,98,roberto alomar,character(0),"Ht: 6'0""", 185lbs , S, R,2/5/68,"Ponce, P "
97,.265,70,211,25,56,15,0,4,2,0,royals,88,mike macfarlane,catcher,"Ht: 8'1""", 210 Ibs , R, A,4/12/84,"Stockton, CA "
97,.223,69,157,13,35,6,00,2,19,0,royals,89,mike macfarlane,catcher,"Ht: 8'1""", 210 Ibs , R, A,4/12/84,"Stockton, CA "
97,.255,124,400,37,102,24,4,6,58,1,royals,90,mike macfarlane,catcher,"Ht: 8'1""", 210 Ibs , R, A,4/12/84,"Stockton, CA "
97,.277,84,267,34,74,18,2,13,41,1,royals,91,mike macfarlane,catcher,"Ht: 8'1""", 210 Ibs , R, A,4/12/84,"Stockton, CA "
97,.234,129,402,51,94,28,3,17,48,1,royals,92,mike macfarlane,catcher,"Ht: 8'1""", 210 Ibs , R, A,4/12/84,"Stockton, CA "
97,.273,117,388,55,106,27,0,20,67,2,royals,93,mike macfarlane,catcher,"Ht: 8'1""", 210 Ibs , R, A,4/12/84,"Stockton, CA "
97,.255,92,314,53,80,17,3,14,47,1,royals,94,mike macfarlane,catcher,"Ht: 8'1""", 210 Ibs , R, A,4/12/84,"Stockton, CA "
97,.225,115,364,45,82,18,1,15,51,2,red sox,95,mike macfarlane,catcher,"Ht: 8'1""", 210 Ibs , R, A,4/12/84,"Stockton, CA "
97,.225,115,364,45,82,18,1,15,51,2,reds,95,mike macfarlane,catcher,"Ht: 8'1""", 210 Ibs , R, A,4/12/84,"Stockton, CA "
97,.274,112,379,58,104,24,2,19,54,3,royals,96,mike macfarlane,catcher,"Ht: 8'1""", 210 Ibs , R, A,4/12/84,"Stockton, CA "
97,.237,82,257,34,61,14,2,8,35,0,royals,97,mike macfarlane,catcher,"Ht: 8'1""", 210 Ibs , R, A,4/12/84,"Stockton, CA "
99,229,85,218,28,50,7,2,9,2,1,brewers,98,bobby hughes,catcher,Ht: 6'4”, 237 Ibs , R, R,4/10/71,"Burbank, CA "
100,.246,18,61,5,15,4,1,0,4,0,angels,93,6,outfield,NA,NA,NA,NA,NA,NA
100,.246,18,61,5,15,4,1,0,4,0,rangers,93,6,outfield,NA,NA,NA,NA,NA,NA
100,.273,94,289,35,79,13,1,5,37,4,angels,94,6,outfield,NA,NA,NA,NA,NA,NA
100,.273,94,289,35,79,13,1,5,37,4,rangers,94,6,outfield,NA,NA,NA,NA,NA,NA
100,.290,141,558,120,162,30,4,33,107,1,angels,95,6,outfield,NA,NA,NA,NA,NA,NA
100,.290,141,558,120,162,30,4,33,107,1,rangers,95,6,outfield,NA,NA,NA,NA,NA,NA
100,.304,114,431,73,131,28,3,27,66,4,angels,96,6,outfield,NA,NA,NA,NA,NA,NA
100,.304,114,431,73,131,28,3,27,66,4,rangers,96,6,outfield,NA,NA,NA,NA,NA,NA
100,.291,133,502,82,146,27,0,26,8,5,angels,97,6,outfield,NA,NA,NA,NA,NA,NA
100,.291,133,502,82,146,27,0,26,8,5,rangers,97,6,outfield,NA,NA,NA,NA,NA,NA
100,307,154,599,115,184,42,1,25,91,7,angels,98,6,outfield,NA,NA,NA,NA,NA,NA
100,307,154,599,115,184,42,1,25,91,7,rangers,98,6,outfield,NA,NA,NA,NA,NA,NA
102,248,59,167,15,39,10,0,1,14,2,cubs,89,joe girardi,character(0),NA,NA,NA,NA,NA,NA
102,270,133,419,36,113,2,2,1,38,8,cubs,90,joe girardi,character(0),NA,NA,NA,NA,NA,NA
102,191,21,47,3,9,2,0,0,6,09,cubs,91,joe girardi,character(0),NA,NA,NA,NA,NA,NA
102,270,91,270,19,73,3,1,1,12,0,cubs,92,joe girardi,character(0),NA,NA,NA,NA,NA,NA
102,290,86,310,35,90,14,5,3,3,6,rockies,93,joe girardi,character(0),NA,NA,NA,NA,NA,NA
102,276,93,330,47,91,9,4,4,84,3,rockies,94,joe girardi,character(0),NA,NA,NA,NA,NA,NA
102,.262,125,462,63,121,17,2,8,55,3,rockies,95,joe girardi,character(0),NA,NA,NA,NA,NA,NA
102,294,124,422,55,124,22,9,2,45,13,yankees,96,joe girardi,character(0),NA,NA,NA,NA,NA,NA
102,.264,112,398,38,105,23,1,1,50,2,yankees,97,joe girardi,character(0),NA,NA,NA,NA,NA,NA
102,276,78,254,31,7011,4,23,312,7,NA,yankees,98,joe girardi,character(0),NA,NA,NA,NA,NA,NA
103,.243,147,538,58,131,28,4,14,6,9,athletics,97,scott spiezio,second base,"Ht: 6'2""", 225 Ibs , S, R,9/21/72,"Joliet, IL "
103,.259,114,406,54,105,19,1,9,50,1,athletics,98,scott spiezio,second base,"Ht: 6'2""", 225 Ibs , S, R,9/21/72,"Joliet, IL "
104,266,154,451,62,120,24,3,4,37,10,athletics,84,tony phillips,outfield,"Ht: 5'10"""," 175 Ibs,", §, R,4/25/59,"Atlanta, GA "
104,.280,42,161,23,45,12,2,4,17,3,athletics,85,tony phillips,outfield,"Ht: 5'10"""," 175 Ibs,", §, R,4/25/59,"Atlanta, GA "
104,.256,118,441,76,113,14,5,5,2,15,athletics,86,tony phillips,outfield,"Ht: 5'10"""," 175 Ibs,", §, R,4/25/59,"Atlanta, GA "
104,.240,111,379,48,91,20,0,10,46,7,athletics,87,tony phillips,outfield,"Ht: 5'10"""," 175 Ibs,", §, R,4/25/59,"Atlanta, GA "
104,.203,79,212,32,49,8,4,2,17,0,athletics,88,tony phillips,outfield,"Ht: 5'10"""," 175 Ibs,", §, R,4/25/59,"Atlanta, GA "
104,.262,143,451,48,118,15,6,4,47,3,athletics,89,tony phillips,outfield,"Ht: 5'10"""," 175 Ibs,", §, R,4/25/59,"Atlanta, GA "
104,.251,152,573,97,144,23,5,8,55,19,tigers,90,tony phillips,outfield,"Ht: 5'10"""," 175 Ibs,", §, R,4/25/59,"Atlanta, GA "
104,.284,146,564,87,160,28,4,17,72,10,tigers,91,tony phillips,outfield,"Ht: 5'10"""," 175 Ibs,", §, R,4/25/59,"Atlanta, GA "
104,.276,159,606,114,167,32,3,10,64,12,tigers,92,tony phillips,outfield,"Ht: 5'10"""," 175 Ibs,", §, R,4/25/59,"Atlanta, GA "
104,313,151,566,113,177,27,0,7,57,16,tigers,93,tony phillips,outfield,"Ht: 5'10"""," 175 Ibs,", §, R,4/25/59,"Atlanta, GA "
104,.281,114,438,91,123,19,3,19,61,13,tigers,94,tony phillips,outfield,"Ht: 5'10"""," 175 Ibs,", §, R,4/25/59,"Atlanta, GA "
104,261,139,625,119,137,21,1,27,61,13,angels,95,tony phillips,outfield,"Ht: 5'10"""," 175 Ibs,", §, R,4/25/59,"Atlanta, GA "
104,261,139,625,119,137,21,1,27,61,13,rangers,95,tony phillips,outfield,"Ht: 5'10"""," 175 Ibs,", §, R,4/25/59,"Atlanta, GA "
106,260,23,73,9,19,3,1,2,15,1,expos,93,rondell white,outfield,"Ht: 6°1"""," 210ibs,", R, R,2/23/72,"Milledgeville, GA "
106,278,40,97,16,27,10,1,2,13,1,expos,94,rondell white,outfield,"Ht: 6°1"""," 210ibs,", R, R,2/23/72,"Milledgeville, GA "
106,.295,130,474,87,140,33,4,19,57,25,expos,95,rondell white,outfield,"Ht: 6°1"""," 210ibs,", R, R,2/23/72,"Milledgeville, GA "
106,293,88,334,35,9819414,NA,NA,NA,NA,NA,expos,95,rondell white,outfield,"Ht: 6°1"""," 210ibs,", R, R,2/23/72,"Milledgeville, GA "
106,270,151,592,84,160,29,5,28,82,16,expos,97,rondell white,outfield,"Ht: 6°1"""," 210ibs,", R, R,2/23/72,"Milledgeville, GA "
106,300,9735754,10721,2178,NA,NA,NA,NA,NA,NA,expos,98,rondell white,outfield,"Ht: 6°1"""," 210ibs,", R, R,2/23/72,"Milledgeville, GA "
107,.238,85,320,43,76,19,4,3,34,10,yankees,91,bernie williams,outfield,"Ht: 6'2""", 205Ibs , B, R,9/13/68,"San Juan, PR"
107,.280,62,261,39,73,14,2,5,26,7,yankees,92,bernie williams,outfield,"Ht: 6'2""", 205Ibs , B, R,9/13/68,"San Juan, PR"
107,.268,139,567,67,162,31,4,12,68,9,yankees,93,bernie williams,outfield,"Ht: 6'2""", 205Ibs , B, R,9/13/68,"San Juan, PR"
107,.289,108,408,80,118,29,1,12,57,16,yankees,94,bernie williams,outfield,"Ht: 6'2""", 205Ibs , B, R,9/13/68,"San Juan, PR"
107,.307,144,563,93,173,29,9,18,42,8,yankees,95,bernie williams,outfield,"Ht: 6'2""", 205Ibs , B, R,9/13/68,"San Juan, PR"
107,.305,143,551,108,168,26,7,29,102,17,yankees,96,bernie williams,outfield,"Ht: 6'2""", 205Ibs , B, R,9/13/68,"San Juan, PR"
107,.328,129,509,107,167,35,66,21,100,15,yankees,97,bernie williams,outfield,"Ht: 6'2""", 205Ibs , B, R,9/13/68,"San Juan, PR"
107,339128,4991011693026,2,NA,NA,NA,NA,NA,NA,NA,yankees,88,bernie williams,outfield,"Ht: 6'2""", 205Ibs , B, R,9/13/68,"San Juan, PR"
108,.221,24,68,4,15,4,90,09,5,49,mariners,90,tino martinez,first base,"Ht: 6'2""", 210lbs , L, A,12/7/67,"Tampa, FL"
108,.205,36,112,11,23,2,0,4,9,9,mariners,91,tino martinez,first base,"Ht: 6'2""", 210lbs , L, A,12/7/67,"Tampa, FL"
108,.257,136,460,53,118,19,2,16,66,2,mariners,92,tino martinez,first base,"Ht: 6'2""", 210lbs , L, A,12/7/67,"Tampa, FL"
108,.265,109,408,48,108,25,1,17,60,0,mariners,93,tino martinez,first base,"Ht: 6'2""", 210lbs , L, A,12/7/67,"Tampa, FL"
108,.261,97,329,42,86,21,0,20,6,1,mariners,94,tino martinez,first base,"Ht: 6'2""", 210lbs , L, A,12/7/67,"Tampa, FL"
108,.293,141,519,92,152,35,3,31,111,0,mariners,95,tino martinez,first base,"Ht: 6'2""", 210lbs , L, A,12/7/67,"Tampa, FL"
108,.292,155,595,82,174,28,90,25,17,2,yankees,96,tino martinez,first base,"Ht: 6'2""", 210lbs , L, A,12/7/67,"Tampa, FL"
108,.296,158,594,96,176,31,2,44,141,3,yankees,97,tino martinez,first base,"Ht: 6'2""", 210lbs , L, A,12/7/67,"Tampa, FL"
108,.281,142,531,92,149,33,1,28,123,2,yankees,98,tino martinez,first base,"Ht: 6'2""", 210lbs , L, A,12/7/67,"Tampa, FL"
109,212,11,33,3,7,1,1,4,5,3,tigers,97,juan encarnacion,outfield,"Ht: 63""", 187Ibs , R, R,9/8/76,Las Matas de Farfan  DR 
109,329,40,164,30,54,9,4,7,27,NA,tigers,98,juan encarnacion,outfield,"Ht: 63""", 187Ibs , R, R,9/8/76,Las Matas de Farfan  DR 
112,158,8,19,4,3,1,0,0,2,0,mariners,94,darren bragg,outfield,"Ht: 5'9""", 180 Ibs , L, R,9/7/69,"Waterbury, CN "
112,234,52,14,20,34,5,1,3,12,9,mariners,95,darren bragg,outfield,"Ht: 5'9""", 180 Ibs , L, R,9/7/69,"Waterbury, CN "
112,.257,153,513,65,132,35,2,9,457,10,red sox,97,darren bragg,outfield,"Ht: 5'9""", 180 Ibs , L, R,9/7/69,"Waterbury, CN "
112,.257,153,513,65,132,35,2,9,457,10,reds,97,darren bragg,outfield,"Ht: 5'9""", 180 Ibs , L, R,9/7/69,"Waterbury, CN "
112,279,129,409,51,114,2,3,8,57,5,red sox,9,darren bragg,outfield,"Ht: 5'9""", 180 Ibs , L, R,9/7/69,"Waterbury, CN "
112,279,129,409,51,114,2,3,8,57,5,reds,9,darren bragg,outfield,"Ht: 5'9""", 180 Ibs , L, R,9/7/69,"Waterbury, CN "
114,.257,117,370,56,95,22,2,5,40,5,athletics,98,ryan christenson,outfield,"Ht: 5°11""", 175, L, R,3/28/74,"Redlands, Calif  ete ae"
115,202,59,114,13,23,8,0,00,8,8,athletics,86,stan javier,outfield,"Ht: 60""", 202Ibs , B, R,1/9/64,"San Francisco de Macaris, O "
115,.185,81,151,22,28,3,1,2,9,38,athletics,97,stan javier,outfield,"Ht: 60""", 202Ibs , B, R,1/9/64,"San Francisco de Macaris, O "
115,.257,125,397,49,102,13,3,2,35,20,athletics,88,stan javier,outfield,"Ht: 60""", 202Ibs , B, R,1/9/64,"San Francisco de Macaris, O "
115,248,112,310,42,77,12,3,21,28,12,athletics,99,stan javier,outfield,"Ht: 60""", 202Ibs , B, R,1/9/64,"San Francisco de Macaris, O "
115,.205,121,176,21,36,5,3,1,7,NA,dodgers,91,stan javier,outfield,"Ht: 60""", 202Ibs , B, R,1/9/64,"San Francisco de Macaris, O "
115,.291,92,237,33,69,10,4,3,2,12,angels,93,stan javier,outfield,"Ht: 60""", 202Ibs , B, R,1/9/64,"San Francisco de Macaris, O "
115,.291,92,237,33,69,10,4,3,2,12,rangers,93,stan javier,outfield,"Ht: 60""", 202Ibs , B, R,1/9/64,"San Francisco de Macaris, O "
115,.272,109,419,75,114,23,0,10,44,24,athletics,94,stan javier,outfield,"Ht: 60""", 202Ibs , B, R,1/9/64,"San Francisco de Macaris, O "
115,278,130,442,81,123,20,2,8,56,36,athletics,95,stan javier,outfield,"Ht: 60""", 202Ibs , B, R,1/9/64,"San Francisco de Macaris, O "
115,.270,71,274,44,74,2,0,2,2,14,giants,96,stan javier,outfield,"Ht: 60""", 202Ibs , B, R,1/9/64,"San Francisco de Macaris, O "
115,.286,142,440,69,126,16,4,8,50,2,giants,97,stan javier,outfield,"Ht: 60""", 202Ibs , B, R,1/9/64,"San Francisco de Macaris, O "
115,290,135,417,63,12113,5,4,49,21,7,giants,98,stan javier,outfield,"Ht: 60""", 202Ibs , B, R,1/9/64,"San Francisco de Macaris, O "
117,.289,54,190,33,55,12,2,1,17,8,padres,82,tony gwynn,outfield,"Ht: 511""", 220Ibs , L, L,5/9/60,"Los Angeles, CA "
117,.309,86,304,34,94,12,2,1,37,7,padres,83,tony gwynn,outfield,"Ht: 511""", 220Ibs , L, L,5/9/60,"Los Angeles, CA "
117,.351,158,606,88,213,21,10,5,71,33,padres,84,tony gwynn,outfield,"Ht: 511""", 220Ibs , L, L,5/9/60,"Los Angeles, CA "
117,317,154,622,90,197,29,5,6,46,14,padres,85,tony gwynn,outfield,"Ht: 511""", 220Ibs , L, L,5/9/60,"Los Angeles, CA "
117,329,160,642,107,211,33,7,14,59,37,padres,86,tony gwynn,outfield,"Ht: 511""", 220Ibs , L, L,5/9/60,"Los Angeles, CA "
117,.370,157,589,119,218,36,13,7,54,56,padres,97,tony gwynn,outfield,"Ht: 511""", 220Ibs , L, L,5/9/60,"Los Angeles, CA "
117,313,133,521,64,163,22,5,7,720,26,padres,88,tony gwynn,outfield,"Ht: 511""", 220Ibs , L, L,5/9/60,"Los Angeles, CA "
