id,W,L,ERA,G,GS,SV,IP,H,BB,K,team,year,name,position,HT,WT,Bats,Throws,DOB,Birth_location
194,10,9,360,26,26,0,172.1,155,48,117,orioles,95,kevin brown,pitcher,Ht: 6'4°, 200, R, R,3/14/65,"Mcintyre, Ga  = esis"
194,17,11,189,32,32,0,1721,187,33,159,marlins,96,kevin brown,pitcher,Ht: 6'4°, 200, R, R,3/14/65,"Mcintyre, Ga  = esis"
194,16,8,269,33,33,0,237.1,214,66,205,marlins,97,kevin brown,pitcher,Ht: 6'4°, 200, R, R,3/14/65,"Mcintyre, Ga  = esis"
194,18,7,238,36,35,0,257.0,225,49,257,padres,98,kevin brown,pitcher,Ht: 6'4°, 200, R, R,3/14/65,"Mcintyre, Ga  = esis"
199,1,3,555,6,4,90,241,24,14,12,twins,8,mark portugal,pitcher,"Ht: 6'0""", 190ibs , R, R,10/30/62,"Los Angeles, CA"
199,6,10,431,27,15,1,1122,112,50,67,twins,86,mark portugal,pitcher,"Ht: 6'0""", 190ibs , R, R,10/30/62,"Los Angeles, CA"
199,1,3.6777,13,7,00,440,58,24,28,NA,twins,87,mark portugal,pitcher,"Ht: 6'0""", 190ibs , R, R,10/30/62,"Los Angeles, CA"
199,3,3,453,26,0,3,572,60,17,31,twins,88,mark portugal,pitcher,"Ht: 6'0""", 190ibs , R, R,10/30/62,"Los Angeles, CA"
199,7,1,275,20,15,0,1080,91,37,86,astros,89,mark portugal,pitcher,"Ht: 6'0""", 190ibs , R, R,10/30/62,"Los Angeles, CA"
199,11,10,362,32,32,0,1962,187,67,136,astros,90,mark portugal,pitcher,"Ht: 6'0""", 190ibs , R, R,10/30/62,"Los Angeles, CA"
199,10,12,449,32,27,1,168.1,163,59,120,astros,91,mark portugal,pitcher,"Ht: 6'0""", 190ibs , R, R,10/30/62,"Los Angeles, CA"
199,6,3,266,18,16,0,1011,76,41,62,astros,92,mark portugal,pitcher,"Ht: 6'0""", 190ibs , R, R,10/30/62,"Los Angeles, CA"
199,18,4,277,33,33,0,2080,194,77,131,astros,93,mark portugal,pitcher,"Ht: 6'0""", 190ibs , R, R,10/30/62,"Los Angeles, CA"
199,10,8,393,21,21,0,1371,135,45,87,giants,94,mark portugal,pitcher,"Ht: 6'0""", 190ibs , R, R,10/30/62,"Los Angeles, CA"
199,9,3.98,27,26,0,156.0,146,42,93,.,reds,96,mark portugal,pitcher,"Ht: 6'0""", 190ibs , R, R,10/30/62,"Los Angeles, CA"
199,9,3.98,27,26,0,156.0,146,42,93,.,mets,96,mark portugal,pitcher,"Ht: 6'0""", 190ibs , R, R,10/30/62,"Los Angeles, CA"
199,0,2,461,3,3,0,132,17,5,2,phillies,97,mark portugal,pitcher,"Ht: 6'0""", 190ibs , R, R,10/30/62,"Los Angeles, CA"
199,10,5,444,26,26,0,166.1,186,32,104,phillies,98,mark portugal,pitcher,"Ht: 6'0""", 190ibs , R, R,10/30/62,"Los Angeles, CA"
210,2,3,509,47,0,0,351,36,21,19,dodgers,93,omar daal,pitcher,"Ht: 6'3""", 195 lbs , L, L,2/23/72,"Maracaibo, Venezuela Fmenteln"
210,0,0,329,24,0,0,132,12,5,9,dodgers,94,omar daal,pitcher,"Ht: 6'3""", 195 lbs , L, L,2/23/72,"Maracaibo, Venezuela Fmenteln"
210,4,90,7.20,28,0,0,200,29,15,11,dodgers,95,omar daal,pitcher,"Ht: 6'3""", 195 lbs , L, L,2/23/72,"Maracaibo, Venezuela Fmenteln"
210,4,65,402,64,6,0,871,74,37,82,expos,96,omar daal,pitcher,"Ht: 6'3""", 195 lbs , L, L,2/23/72,"Maracaibo, Venezuela Fmenteln"
210,2,3,7.06,42,3,1,571,82,21,44,expos,97,omar daal,pitcher,"Ht: 6'3""", 195 lbs , L, L,2/23/72,"Maracaibo, Venezuela Fmenteln"
214,7,15,3.80,33,33,0,196.2,186,99,112,cardinals,89,ken hill,pitcher,"Ht: 6'2"""," 200lbs,", R, R,12/14/65,"Lynn, MA "
214,5,6,549,17,14,0,782,79,33,58,cardinals,90,ken hill,pitcher,"Ht: 6'2"""," 200lbs,", R, R,12/14/65,"Lynn, MA "
214,11,10,3.57,30,30,0,181.1,147,67,121,cardinals,91,ken hill,pitcher,"Ht: 6'2"""," 200lbs,", R, R,12/14/65,"Lynn, MA "
214,16,9,268,33,33,0,2180,187,75,150,expos,92,ken hill,pitcher,"Ht: 6'2"""," 200lbs,", R, R,12/14/65,"Lynn, MA "
214,9,7,323,28,28,0,1832,163,74,90,expos,93,ken hill,pitcher,"Ht: 6'2"""," 200lbs,", R, R,12/14/65,"Lynn, MA "
214,16,5,3.32,23,23,0,1542,145,44,85,expos,94,ken hill,pitcher,"Ht: 6'2"""," 200lbs,", R, R,12/14/65,"Lynn, MA "
214,16,10,93.63,35,35,09,2502,250,95,170,angels,96,ken hill,pitcher,"Ht: 6'2"""," 200lbs,", R, R,12/14/65,"Lynn, MA "
214,16,10,93.63,35,35,09,2502,250,95,170,rangers,96,ken hill,pitcher,"Ht: 6'2"""," 200lbs,", R, R,12/14/65,"Lynn, MA "
215,3,2,290,27,0,14,310,28,19,36,blue jays,97,kelvim escobar,pitcher,"Ht: 611""", 195lbs , R, R,4/11/76,"La Guaria, Venezuela Piasnce 3"
215,7,3,3.73,22,10,0,792,72,35,72,blue jays,98,kelvim escobar,pitcher,"Ht: 611""", 195lbs , R, R,4/11/76,"La Guaria, Venezuela Piasnce 3"
224,4,6,461,22,21,0,1411,99,64,102,marlins,97,tony saunders,pitcher,"Ht: 6'2""", 205 Ibs , L, L,4/29/74,"Baltimore, MD "
224,6,15,412,31,31,0,1921,191,111,172,devil rays,98,tony saunders,pitcher,"Ht: 6'2""", 205 Ibs , L, L,4/29/74,"Baltimore, MD "
